threshold,idx,text,kind,base_id,gold,pred,llm_pred,hit,sim,correct,llm_correct,false_hit_cause,source_gold,latency_ms,embed_ms,prompt_tokens,output_tokens,raw
0.9,127,余弦相似度是什么？,para2,83,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.4678,True,True,,,153.33,80.61,168,5,knowledge_retrieval
0.9,128,什么是大语言模型？,base,19,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8125,True,True,,,150.44,77.78,167,5,knowledge_retrieval
0.9,129,什么是检索增强生成,base,76,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.612,True,True,,,144.33,86.65,166,5,knowledge_retrieval
0.9,130,了解prompt工程的基本概念,base,10,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.942,True,True,,knowledge_retrieval,77.5,65.06,0,0,[cache] 掌握Prompt工程的核心原理
0.9,131,这段文字主要阐述了什么，用简短的话说明。,para1,38,summarize,knowledge_retrieval,knowledge_retrieval,False,0.8872,False,False,,,120.59,68.46,175,3,知识检索
0.9,132,总结一下市场报告,base,44,summarize,summarize,summarize,True,0.9133,True,True,,summarize,92.56,81.41,0,0,[cache] 简要概括市场报告
0.9,133,请问什么是多模态模型呢？,perturb2,85,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9795,True,True,,knowledge_retrieval,97.89,85.56,0,0,[cache] 什么是多模态模型呀
0.9,134,说明一下attention机制,para1,79,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9621,True,True,,knowledge_retrieval,86.5,73.97,0,0,[cache] 解释一下attention机制
0.9,135,你在干嘛,base,73,small_talk,small_talk,small_talk,False,0.824,True,True,,,120.13,72.53,164,4,small_talk
0.9,136,how does that function?,para1,26,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.6385,True,True,,,155.02,83.97,167,5,knowledge_retrieval
0.9,137,太棒了,base,96,small_talk,small_talk,small_talk,False,0.8588,True,True,,,116.04,62.95,165,4,small_talk
0.9,138,说明一下attention机制,para2,79,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9621,True,True,,knowledge_retrieval,80.07,66.7,0,0,[cache] 解释一下attention机制
0.9,139,然后呢？,base,68,small_talk,small_talk,small_talk,False,0.6153,True,True,,,114.19,75.54,165,4,small_talk
0.9,140,衷心感谢您。,para1,62,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,92.98,79.38,0,0,[cache] 衷心感谢您。
0.9,141,辛苦了，感谢您的付出。,para2,59,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,78.39,65.41,0,0,[cache] 辛苦了，感谢您的付出。
0.9,142,explain chain of thought prompting,base,14,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8917,True,True,,,100.91,55.93,167,5,knowledge_retrieval
0.9,143,中心思想到底是什么？,para2,46,summarize,small_talk,knowledge_retrieval,True,0.9884,False,False,A_继承后端错误,summarize,81.24,66.98,0,0,[cache] 中心思想是什么？
0.9,144,provide a concise overview of the document,para1,40,summarize,summarize,summarize,True,1.0,True,True,,summarize,74.09,59.25,0,0,[cache] provide a concise overview of 
0.9,145,请提取关键要点,para2,48,summarize,small_talk,small_talk,False,0.8562,False,False,,,148.66,79.27,166,4,small_talk
0.9,146,掌握Prompt工程的核心原理,para2,10,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,95.23,78.8,0,0,[cache] 掌握Prompt工程的核心原理
0.9,147,简要说明会议纪要,para1,88,summarize,summarize,summarize,True,1.0,True,True,,summarize,78.48,62.51,0,0,[cache] 简要说明会议纪要
0.9,148,Docker与Kubernetes的区别,para2,5,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9939,True,True,,knowledge_retrieval,91.42,74.7,0,0,[cache] Docker和Kubernetes的区别
0.9,149,can you reduce the text to its essential elements?,para1,41,summarize,small_talk,small_talk,False,0.7719,False,False,,,89.47,51.63,172,4,small_talk
0.9,150,帮我找关于机器学习的资料,base,7,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.6949,True,True,,,99.99,57.25,169,5,knowledge_retrieval
0.9,151,如何配置FastAPI服务？,para2,6,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,63.08,49.49,0,0,[cache] 如何配置FastAPI服务？
0.9,152,介绍一下Redis的持久化方式,base,81,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9053,True,True,,knowledge_retrieval,91.59,76.6,0,0,[cache] 简要介绍Redis的持久化机制
0.9,153,你是谁？,para2,56,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,82.14,67.99,0,0,[cache] 你是谁？
0.9,154,LoRA微调是指通过调整模型中少量参数进行微调，以适应特定任务或数据集。,para2,4,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8862,True,True,,,117.11,56.53,185,5,knowledge_retrieval
0.9,155,这个东西的运作原理是什么？,para1,20,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9384,True,True,,knowledge_retrieval,69.18,55.34,0,0,[cache] 那个东西的原理是什么？
0.9,156,how does that work?,base,26,knowledge_retrieval,small_talk,small_talk,False,0.8377,False,False,,,105.94,50.8,167,4,small_talk
0.9,157,就这样吧，不过换个说法。,para2,72,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,74.88,61.31,0,0,[cache] 就这样吧，不过换个说法。
0.9,158,嘿，你好,para2,94,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,69.01,51.47,0,0,[cache] 嘿，你好
0.9,159,解释RAG的含义,para1,1,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9339,True,True,,knowledge_retrieval,70.15,56.65,0,0,[cache] 请解释RAG的定义。
0.9,160,请概括这段代码的功能,para1,87,summarize,summarize,summarize,True,0.9267,True,True,,summarize,98.35,86.05,0,0,[cache] 帮我概括这段代码的作用
0.9,161,could you please clarify that concept for me?,para1,27,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8417,True,True,,,115.68,69.08,171,5,knowledge_retrieval
0.9,162,嗨,base,51,small_talk,small_talk,small_talk,False,0.8626,True,True,,,122.92,84.58,163,4,small_talk
0.9,163,hello,base,60,small_talk,small_talk,small_talk,False,0.6715,True,True,,,126.26,64.96,163,4,small_talk
0.9,164,晚上好，问候。,para2,65,small_talk,small_talk,small_talk,True,0.9007,True,True,,small_talk,87.14,71.57,0,0,[cache] 晚上好。
0.9,165,解释一下Z-score异常检测,base,86,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9513,True,True,,knowledge_retrieval,70.25,56.35,0,0,[cache] 说明Z-score异常检测方法
0.9,166,What is the difference between Redis and Memcached?,para2,13,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.769,True,True,,,91.07,48.17,172,5,knowledge_retrieval
0.9,167,将这篇文档浓缩成摘要,para2,31,summarize,summarize,summarize,True,0.9498,True,True,,summarize,83.69,67.89,0,0,[cache] 把这篇文档压缩成摘要
0.9,168,持续地进行,para2,69,small_talk,small_talk,small_talk,False,0.5605,True,True,,,104.8,44.5,165,4,small_talk
0.9,169,查阅最新发布的AI相关资讯,para2,16,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8872,True,True,,,115.2,65.46,168,5,knowledge_retrieval
0.9,170,嘿,para2,51,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,69.55,54.91,0,0,[cache] 嘿
0.9,171,我想问下嗯嗯呀,perturb1,97,small_talk,small_talk,small_talk,False,0.5905,True,True,,,126.2,68.97,168,4,small_talk
0.9,172,清晨问候,para1,54,small_talk,small_talk,small_talk,False,0.7304,True,True,,,121.31,80.85,164,4,small_talk
0.9,173,说明为何需要进行Rerank,para1,25,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,76.05,61.25,0,0,[cache] 说明为何需要进行Rerank
0.9,174,继续进行,para1,69,small_talk,small_talk,small_talk,False,0.7531,True,True,,,117.9,73.23,164,4,small_talk
0.9,175,什么是Transformer架构？,base,9,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.5361,True,True,,,159.56,90.31,166,5,knowledge_retrieval
0.9,176,帮我总结PDF内容,base,43,summarize,summarize,summarize,True,0.9433,True,True,,summarize,104.21,89.75,0,0,[cache] 请将PDF文件内容进行总结
0.9,177,这个技术方案是什么意思？,base,15,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9767,True,True,,knowledge_retrieval,102.55,86.71,0,0,[cache] 这个技术方案指的是什么？
0.9,178,将聊天记录归纳为要点,para2,42,summarize,small_talk,small_talk,False,0.7565,False,False,,,110.86,73.09,168,4,small_talk
0.9,179,掌握微调的基本原理,para2,80,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.927,True,True,,knowledge_retrieval,77.9,61.8,0,0,[cache] 了解了解微调的原理
0.9,180,什么是向量数据库？,base,0,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9641,True,True,,knowledge_retrieval,85.64,71.36,0,0,[cache] 请问什么是向量数据库
0.9,181,请整理读书笔记的要点内容,para2,92,summarize,summarize,summarize,True,0.9914,True,True,,summarize,80.46,65.57,0,0,[cache] 请整理读书笔记的要点
0.9,182,继续,base,69,small_talk,small_talk,small_talk,False,0.8963,True,True,,,108.09,68.15,163,4,small_talk
0.9,183,帮我写个摘要,base,37,summarize,summarize,summarize,True,0.9477,True,True,,summarize,79.45,64.52,0,0,[cache] 请为我撰写一个摘要
0.9,184,解释下为什么需要Rerank,base,25,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9672,True,True,,knowledge_retrieval,75.16,59.83,0,0,[cache] 说明为何需要进行Rerank
0.9,185,请帮我查找相关的论文。,para1,84,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,78.94,60.56,0,0,[cache] 请帮我查找相关的论文。
0.9,186,请概括这段代码的功能,para2,87,summarize,summarize,summarize,True,0.9267,True,True,,summarize,97.26,83.51,0,0,[cache] 帮我概括这段代码的作用
0.9,187,请介绍Redis的持久化机制,para2,81,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9739,True,True,,knowledge_retrieval,113.82,89.99,0,0,[cache] 简要介绍Redis的持久化机制
0.9,188,SQL与NoSQL的区别,para2,82,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.7474,True,True,,,102.83,57.37,167,5,knowledge_retrieval
0.9,189,有意思,base,75,small_talk,small_talk,small_talk,False,0.6828,True,True,,,131.39,64.53,163,4,small_talk
0.9,190,聊聊吧,para2,70,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,104.16,87.84,0,0,[cache] 聊聊吧
0.9,191,Transformer架构是一种基于自注意力机制的深度学习模型架构。,para2,9,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.7729,True,True,,,131.84,70.3,175,5,knowledge_retrieval
0.9,192,hello there,para1,61,small_talk,small_talk,small_talk,False,0.8672,True,True,,,132.98,72.94,164,4,small_talk
0.9,193,那么，接下来呢？,para1,68,small_talk,small_talk,small_talk,False,0.7816,True,True,,,124.85,68.8,167,4,small_talk
0.9,194,你好，什么是向量数据库呢？,perturb2,0,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9705,True,True,,knowledge_retrieval,92.37,76.36,0,0,[cache] 请问什么是向量数据库
0.9,195,用三句话概括,base,47,summarize,small_talk,small_talk,False,0.8004,False,False,,,110.31,69.39,166,4,small_talk
0.9,196,这个功能怎么使用？,para1,21,knowledge_retrieval,small_talk,small_talk,True,1.0,False,False,A_继承后端错误,knowledge_retrieval,103.23,85.7,0,0,[cache] 这个功能怎么使用？
0.9,197,嗯嗯,base,97,small_talk,small_talk,small_talk,False,0.748,True,True,,,91.24,53.44,164,4,small_talk
0.9,198,简要概括背景内容,para2,91,summarize,summarize,summarize,False,0.8648,True,True,,,119.89,80.97,167,4,summarize
0.9,199,在吗呢？,perturb2,67,small_talk,small_talk,small_talk,True,0.9063,True,True,,small_talk,78.52,61.56,0,0,[cache] 在吗
0.9,200,简要归纳会议主要议题,para1,32,summarize,summarize,summarize,True,0.9233,True,True,,summarize,96.84,80.87,0,0,[cache] 概括一下会议要点
0.9,201,回顾本周的工作进展,para2,93,summarize,summarize,summarize,False,0.6248,True,True,,,129.87,77.05,166,4,summarize
0.9,202,SQL与NoSQL的区别,para1,82,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,69.45,53.32,0,0,[cache] SQL与NoSQL的区别
0.9,203,你好，你好。,para2,50,small_talk,small_talk,small_talk,False,0.6805,True,True,,,112.34,73.49,166,4,small_talk
0.9,204,归纳一下这几个观点,base,36,summarize,summarize,summarize,False,0.7288,True,True,,,127.02,85.91,166,4,summarize
0.9,205,好的,base,58,small_talk,small_talk,small_talk,True,0.9023,True,True,,small_talk,84.34,66.31,0,0,[cache] 良好
0.9,206,麻烦问一下在吗,perturb1,67,small_talk,small_talk,small_talk,False,0.8114,True,True,,,89.26,51.86,167,4,small_talk
0.9,207,帮我整理一下读书笔记要点,base,92,summarize,summarize,summarize,True,0.9515,True,True,,summarize,80.12,64.51,0,0,[cache] 请整理读书笔记的要点
0.9,208,再会,para1,53,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,81.85,64.97,0,0,[cache] 再会
0.9,209,what is the difference between Redis and Memcached,base,13,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9882,True,True,,knowledge_retrieval,71.55,55.45,0,0,[cache] What is the difference between
0.9,210,什么是多模态模型,base,85,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9745,True,True,,knowledge_retrieval,68.63,52.78,0,0,[cache] 什么是多模态模型呀
0.9,211,什么是LoRA微调？,base,4,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9738,True,True,,knowledge_retrieval,97.69,81.69,0,0,[cache] 麻烦问一下什么是LoRA微调呢？
0.9,212,感谢你的帮助,para1,95,small_talk,small_talk,small_talk,True,0.9054,True,True,,small_talk,114.24,93.84,0,0,[cache] 感谢您给予的帮助
0.9,213,总结一下这周的进度,base,93,summarize,summarize,summarize,False,0.8706,True,True,,,135.12,81.46,168,4,summarize
0.9,214,把聊天记录整理成要点,base,42,summarize,small_talk,small_talk,True,0.9725,False,False,A_继承后端错误,summarize,101.77,84.45,0,0,[cache] 将聊天记录归纳为要点
0.9,215,请将PDF文档内容进行总结,para1,43,summarize,summarize,summarize,True,0.979,True,True,,summarize,89.79,73.66,0,0,[cache] 请将PDF文件内容进行总结
0.9,216,什么是检索增强生成谢谢,perturb1,76,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9526,True,True,,knowledge_retrieval,90.92,70.76,0,0,[cache] 什么是检索增强生成
0.9,217,概述NLP的发展历程,para2,18,knowledge_retrieval,summarize,summarize,True,1.0,False,False,A_继承后端错误,knowledge_retrieval,86.59,70.17,0,0,[cache] 概述NLP的发展历程
0.9,218,请将这段对话进行总结。,para2,30,summarize,small_talk,small_talk,True,1.0,False,False,A_继承后端错误,summarize,84.75,61.77,0,0,[cache] 请将这段对话进行总结。
0.9,219,什么是余弦相似度,base,83,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9376,True,True,,knowledge_retrieval,90.77,72.93,0,0,[cache] 余弦相似度是什么？
0.9,220,真不错,base,74,small_talk,small_talk,small_talk,True,0.9139,True,True,,small_talk,84.36,67.13,0,0,[cache] 真不错，确实不错
0.9,221,概括这几个要点,para1,36,summarize,summarize,summarize,False,0.8451,True,True,,,96.89,55.45,165,4,summarize
0.9,222,这段内容信息量太大，需要进行压缩。,para2,49,summarize,small_talk,small_talk,True,0.9752,False,False,A_继承后端错误,summarize,91.75,73.15,0,0,[cache] 这段内容信息量太大，压缩一下
0.9,223,请问how are you呢？,perturb2,63,small_talk,small_talk,small_talk,False,0.6511,True,True,,,129.42,69.46,168,4,small_talk
0.9,224,麻烦问一下什么是检索增强生成谢谢,perturb2,76,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.938,True,True,,knowledge_retrieval,76.89,58.96,0,0,[cache] 什么是检索增强生成
0.9,225,内容过于冗长，我无法花时间阅读，麻烦帮我简要概括一下。,para2,45,summarize,summarize,summarize,False,0.718,True,True,,,140.52,79.02,180,4,summarize
0.9,226,用三句话进行概括。,para2,47,summarize,small_talk,small_talk,True,0.9352,False,False,A_继承后端错误,summarize,93.64,76.42,0,0,[cache] 用三句话概括
0.9,227,请问how are you,perturb1,63,small_talk,small_talk,small_talk,True,0.9311,True,True,,small_talk,84.23,67.79,0,0,[cache] 请问how are you呢？
0.9,228,感谢你的帮助,para2,95,small_talk,small_talk,small_talk,True,0.9054,True,True,,small_talk,83.6,68.08,0,0,[cache] 感谢您给予的帮助
0.9,229,回顾本周的工作进展,para1,93,summarize,summarize,summarize,True,1.0,True,True,,summarize,92.86,76.35,0,0,[cache] 回顾本周的工作进展
0.9,230,我上一次读的那篇论文是讲什么内容的呢？,para1,22,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.833,True,True,,,126.27,78.4,177,5,knowledge_retrieval
0.9,231,简述一下会议纪要,base,88,summarize,summarize,summarize,True,0.953,True,True,,summarize,103.06,85.18,0,0,[cache] 简要说明会议纪要
0.9,232,summarize the key points of this article,base,39,summarize,summarize,summarize,False,0.7023,True,True,,,143.52,81.38,171,4,summarize
0.9,233,清晨问候,para2,54,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,83.99,64.85,0,0,[cache] 清晨问候
0.9,234,ChromaDB和Milvus怎么选,base,78,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.6558,True,True,,,117.3,56.19,171,5,knowledge_retrieval
0.9,235,有趣且引人入胜,para1,75,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,104.78,88.31,0,0,[cache] 有趣且引人入胜
0.9,236,概括这篇文章的核心要点,para2,33,summarize,summarize,summarize,True,1.0,True,True,,summarize,98.67,78.91,0,0,[cache] 概括这篇文章的核心要点
0.9,237,将聊天记录归纳为要点,para1,42,summarize,small_talk,small_talk,True,1.0,False,False,A_继承后端错误,summarize,94.72,78.4,0,0,[cache] 将聊天记录归纳为要点
0.9,238,今天天气如何？,para2,55,small_talk,small_talk,small_talk,True,0.9121,True,True,,small_talk,90.14,73.45,0,0,[cache] 今天天气怎么样
0.9,239,SQL和NoSQL的区别,base,82,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9851,True,True,,knowledge_retrieval,100.75,83.66,0,0,[cache] SQL与NoSQL的区别
0.9,240,余弦相似度是什么？,para1,83,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,95.41,78.16,0,0,[cache] 余弦相似度是什么？
0.9,241,你好，嗯嗯呢？,perturb2,97,small_talk,small_talk,small_talk,False,0.728,True,True,,,162.14,98.95,168,4,small_talk
0.9,242,真不错，很赞,para2,74,small_talk,small_talk,small_talk,True,0.9315,True,True,,small_talk,97.53,79.84,0,0,[cache] 真不错，确实不错
0.9,243,请提取关键要点,para1,48,summarize,small_talk,small_talk,True,1.0,False,False,A_继承后端错误,summarize,85.6,68.62,0,0,[cache] 请提取关键要点
0.9,244,掌握微调的基本原理,para1,80,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.927,True,True,,knowledge_retrieval,79.64,59.22,0,0,[cache] 了解了解微调的原理
0.9,245,请查证prompt中temperature参数的设置,para2,77,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9631,True,True,,knowledge_retrieval,99.97,79.77,0,0,[cache] 帮我查一下prompt里temperature参数
0.9,246,讲解一下NLP的发展历程,base,18,knowledge_retrieval,summarize,knowledge_retrieval,True,0.982,False,True,A_继承后端错误,knowledge_retrieval,104.13,85.79,0,0,[cache] 概述NLP的发展历程
0.9,247,Docker与Kubernetes的区别,para1,5,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9939,True,True,,knowledge_retrieval,95.91,78.51,0,0,[cache] Docker和Kubernetes的区别
0.9,248,我上一次读的那篇论文是讲什么内容的呢？,para2,22,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,94.28,76.98,0,0,[cache] 我上一次读的那篇论文是讲什么内容的呢？
0.9,249,提炼一下重点,base,34,summarize,small_talk,small_talk,False,0.8709,False,False,,,118.71,58.19,165,4,small_talk
0.9,250,what is the process?,para2,26,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.6941,True,True,,,105.34,60.71,167,5,knowledge_retrieval
0.9,251,那么，接下来呢？,para2,68,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,102.68,85.65,0,0,[cache] 那么，接下来呢？
0.9,252,Redis和MySQL之间有什么不同？,para2,2,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9909,True,True,,knowledge_retrieval,100.84,81.96,0,0,[cache] Redis和MySQL有什么区别？
0.9,253,说说看,base,70,small_talk,small_talk,small_talk,False,0.6028,True,True,,,129.69,79.79,165,4,small_talk
0.9,254,大语言模型是什么？,para1,19,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9219,True,True,,knowledge_retrieval,98.02,78.99,0,0,[cache] 什么是大语言模型？
0.9,255,什么是Transformer模型？,para1,9,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8686,True,True,,,160.07,91.86,166,5,knowledge_retrieval
0.9,256,今天天气如何？,para1,55,small_talk,small_talk,small_talk,True,0.9121,True,True,,small_talk,95.82,78.71,0,0,[cache] 今天天气怎么样
0.9,257,请为我撰写一个摘要,para1,37,summarize,summarize,summarize,True,1.0,True,True,,summarize,101.1,83.18,0,0,[cache] 请为我撰写一个摘要
0.9,258,说了这么多，中心思想是什么？,base,46,summarize,summarize,summarize,False,0.8706,True,True,,,125.27,72.7,169,4,summarize
0.9,259,简短总结一下背景,base,91,summarize,small_talk,small_talk,False,0.8218,False,False,,,99.42,59.44,167,4,small_talk
0.9,260,ChromaDB和Milvus该如何选择,para2,78,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.998,True,True,,knowledge_retrieval,90.05,71.51,0,0,[cache] ChromaDB和Milvus怎么选
0.9,261,将这份报告精炼为一段简洁的文字,para2,89,summarize,summarize,summarize,True,0.9446,True,True,,summarize,104.64,87.28,0,0,[cache] 把这份报告浓缩成一段话
0.9,262,Could you condense this text?,para2,41,summarize,summarize,summarize,True,0.9533,True,True,,summarize,95.02,77.22,0,0,[cache] can you condense this text?
0.9,263,我想知道这个系统的架构是怎么设计的,base,29,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8864,True,True,,,137.05,78.56,170,5,knowledge_retrieval
0.9,264,How does authentication work in this system?,base,12,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9123,True,True,,knowledge_retrieval,70.58,51.45,0,0,[cache] How does the system implement 
0.9,265,内容过于冗长，我无法花时间阅读，麻烦帮忙简要概括一下。,para1,45,summarize,summarize,summarize,True,0.9958,True,True,,summarize,83.93,65.9,0,0,[cache] 内容过于冗长，我无法花时间阅读，麻烦帮我简要概括一下。
0.9,266,简明扼要地概述,para2,35,summarize,small_talk,small_talk,True,0.9999,False,False,A_继承后端错误,summarize,96.55,77.98,0,0,[cache] 简明扼要地概述
0.9,267,请问hello,perturb1,60,small_talk,,,False,0.8205,False,False,,,92.76,67.65,164,2,hello
0.9,268,how are you,base,63,small_talk,small_talk,small_talk,False,0.8171,True,True,,,134.74,73.37,165,4,small_talk
0.9,269,could you please clarify that concept for me?,para2,27,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,92.02,73.4,0,0,[cache] could you please clarify that 
0.9,270,thanks a lot,base,62,small_talk,small_talk,small_talk,False,0.6572,True,True,,,158.47,96.07,165,4,small_talk
0.9,271,请查证prompt中temperature参数的设置,para1,77,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9631,True,True,,knowledge_retrieval,83.98,64.36,0,0,[cache] 帮我查一下prompt里temperature参数
0.9,272,用三句话进行概括。,para1,47,summarize,small_talk,small_talk,True,0.9352,False,False,A_继承后端错误,summarize,107.76,90.38,0,0,[cache] 用三句话概括
0.9,273,晚安，好梦。,para1,98,small_talk,small_talk,small_talk,False,0.8537,True,True,,,137.5,95.15,168,4,small_talk
0.9,274,我想了解嵌入式系统,base,17,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8757,True,True,,,134.99,62.12,168,5,knowledge_retrieval
0.9,275,提炼本文的主要内容,para2,39,summarize,summarize,summarize,False,0.8381,True,True,,,114.01,73.5,166,4,summarize
0.9,276,谢谢你的帮助,base,95,small_talk,small_talk,small_talk,False,0.8419,True,True,,,109.88,72.68,165,4,small_talk
0.9,277,这段内容信息量太大，需要进行压缩。,para1,49,summarize,small_talk,small_talk,True,0.9752,False,False,A_继承后端错误,summarize,93.15,73.87,0,0,[cache] 这段内容信息量太大，压缩一下
0.9,278,这段文字主要阐述了什么，用简短的话说明。,para2,38,summarize,knowledge_retrieval,knowledge_retrieval,True,1.0,False,False,A_继承后端错误,summarize,88.34,70.56,0,0,[cache] 这段文字主要阐述了什么，用简短的话说明。
0.9,279,请提供关于机器学习的资料。,para2,7,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,False,0.8632,True,True,,,100.12,51.76,170,5,knowledge_retrieval
0.9,280,什么是向量数据库？,para2,11,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.9641,True,True,,knowledge_retrieval,79.43,59.04,0,0,[cache] 请问什么是向量数据库
0.9,281,简要归纳会议主要议题,para2,32,summarize,summarize,summarize,True,0.9233,True,True,,summarize,95.11,73.73,0,0,[cache] 概括一下会议要点
0.9,282,hello there,para2,61,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,92.08,65.75,0,0,[cache] hello there
0.9,283,你好,base,50,small_talk,small_talk,small_talk,False,0.7067,True,True,,,101.5,60.83,163,4,small_talk
0.9,284,哈喽,base,94,small_talk,small_talk,small_talk,False,0.7493,True,True,,,130.72,71.59,164,4,small_talk
0.9,285,What is the difference between Redis and Memcached?,para1,13,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,106.5,85.46,0,0,[cache] What is the difference between
0.9,286,再见,para1,64,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,95.61,76.63,0,0,[cache] 再见
0.9,287,这个功能怎么用？,base,21,knowledge_retrieval,small_talk,small_talk,True,0.9897,False,False,A_继承后端错误,knowledge_retrieval,90.4,70.83,0,0,[cache] 这个功能怎么使用？
0.9,288,简要概述背景内容,para1,91,summarize,summarize,summarize,True,0.9654,True,True,,summarize,108.16,88.24,0,0,[cache] 简要概括背景内容
0.9,289,ChromaDB和Milvus该如何选择,para1,78,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,0.998,True,True,,knowledge_retrieval,97.58,79.06,0,0,[cache] ChromaDB和Milvus怎么选
0.9,290,请提供关于机器学习的资料。,para1,7,knowledge_retrieval,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,70.71,50.8,0,0,[cache] 请提供关于机器学习的资料。
0.9,291,太长了我没时间看，帮我概括一下,base,45,summarize,small_talk,small_talk,False,0.8116,False,False,,,129.58,90.17,172,4,small_talk
0.9,292,良好,para2,58,small_talk,small_talk,small_talk,True,1.0,True,True,,small_talk,77.32,52.72,0,0,[cache] 良好
