gate,idx,text,kind,gold,pred,hit,sim,correct,single_correct,false_hit_cause,source_gold,latency_ms,prompt_tokens,output_tokens
on,207,帮我整理一下读书笔记要点,base,summarize,summarize,True,0.9515,True,True,,summarize,51.82,0,0
on,208,再会,para1,small_talk,small_talk,True,1.0,True,True,,small_talk,52.16,0,0
on,209,what is the difference between Redis and Memcached,base,knowledge_retrieval,knowledge_retrieval,True,0.9882,True,True,,knowledge_retrieval,57.13,0,0
on,210,什么是多模态模型,base,knowledge_retrieval,knowledge_retrieval,True,0.9745,True,True,,knowledge_retrieval,54.0,0,0
on,211,什么是LoRA微调？,base,knowledge_retrieval,knowledge_retrieval,True,0.9738,True,True,,knowledge_retrieval,50.24,0,0
on,212,感谢你的帮助,para1,small_talk,small_talk,False,0.9054,True,True,,,169.12,495,12
on,213,总结一下这周的进度,base,summarize,summarize,False,0.8706,True,True,,,174.67,504,12
on,214,把聊天记录整理成要点,base,summarize,small_talk,True,0.9725,False,False,A_继承后端错误,summarize,54.58,0,0
on,215,请将PDF文档内容进行总结,para1,summarize,summarize,True,0.979,True,True,,summarize,60.06,0,0
on,216,什么是检索增强生成谢谢,perturb1,knowledge_retrieval,knowledge_retrieval,True,0.9526,True,True,,knowledge_retrieval,66.04,0,0
on,217,概述NLP的发展历程,para2,knowledge_retrieval,summarize,True,1.0,False,False,A_继承后端错误,knowledge_retrieval,82.29,0,0
on,218,请将这段对话进行总结。,para2,summarize,small_talk,True,1.0,False,False,A_继承后端错误,summarize,55.33,0,0
on,219,什么是余弦相似度,base,knowledge_retrieval,knowledge_retrieval,True,0.9376,True,True,,knowledge_retrieval,79.66,0,0
on,220,真不错,base,small_talk,small_talk,False,0.9139,True,True,,,207.09,492,12
on,221,概括这几个要点,para1,summarize,summarize,False,0.8451,True,True,,,203.76,495,12
on,222,这段内容信息量太大，需要进行压缩。,para2,summarize,small_talk,True,0.9752,False,False,A_继承后端错误,summarize,53.04,0,0
on,223,请问how are you呢？,perturb2,small_talk,small_talk,False,0.6511,True,True,,,174.0,504,12
on,224,麻烦问一下什么是检索增强生成谢谢,perturb2,knowledge_retrieval,knowledge_retrieval,True,0.938,True,True,,knowledge_retrieval,51.97,0,0
on,225,内容过于冗长，我无法花时间阅读，麻烦帮我简要概括一下。,para2,summarize,summarize,False,0.718,True,True,,,190.99,540,12
on,226,用三句话进行概括。,para2,summarize,small_talk,True,0.9352,False,False,A_继承后端错误,summarize,53.98,0,0
on,227,请问how are you,perturb1,small_talk,small_talk,True,0.9311,True,True,,small_talk,52.6,0,0
on,228,感谢你的帮助,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,52.67,0,0
on,229,回顾本周的工作进展,para1,summarize,summarize,True,1.0,True,True,,summarize,52.42,0,0
on,230,我上一次读的那篇论文是讲什么内容的呢？,para1,knowledge_retrieval,knowledge_retrieval,False,0.833,True,True,,,186.41,531,15
on,231,简述一下会议纪要,base,summarize,summarize,True,0.953,True,True,,summarize,69.02,0,0
on,232,summarize the key points of this article,base,summarize,summarize,False,0.7023,True,True,,,178.73,513,12
on,233,清晨问候,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,60.96,0,0
on,234,ChromaDB和Milvus怎么选,base,knowledge_retrieval,knowledge_retrieval,False,0.6558,True,True,,,211.46,513,15
on,235,有趣且引人入胜,para1,small_talk,small_talk,True,1.0,True,True,,small_talk,58.12,0,0
on,236,概括这篇文章的核心要点,para2,summarize,summarize,True,1.0,True,True,,summarize,77.84,0,0
on,237,将聊天记录归纳为要点,para1,summarize,small_talk,True,1.0,False,False,A_继承后端错误,summarize,58.32,0,0
on,238,今天天气如何？,para2,small_talk,small_talk,False,0.9121,True,True,,,196.51,498,12
on,239,SQL和NoSQL的区别,base,knowledge_retrieval,knowledge_retrieval,True,0.9851,True,True,,knowledge_retrieval,66.84,0,0
on,240,余弦相似度是什么？,para1,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,55.77,0,0
on,241,你好，嗯嗯呢？,perturb2,small_talk,small_talk,False,0.728,True,True,,,182.87,504,12
on,242,真不错，很赞,para2,small_talk,small_talk,True,0.9315,True,True,,small_talk,53.28,0,0
on,243,请提取关键要点,para1,summarize,small_talk,True,1.0,False,False,A_继承后端错误,summarize,53.1,0,0
on,244,掌握微调的基本原理,para1,knowledge_retrieval,knowledge_retrieval,True,0.927,True,True,,knowledge_retrieval,55.89,0,0
on,245,请查证prompt中temperature参数的设置,para2,knowledge_retrieval,knowledge_retrieval,True,0.9631,True,True,,knowledge_retrieval,57.28,0,0
on,246,讲解一下NLP的发展历程,base,knowledge_retrieval,summarize,True,0.982,False,True,A_继承后端错误,knowledge_retrieval,53.16,0,0
on,247,Docker与Kubernetes的区别,para1,knowledge_retrieval,knowledge_retrieval,True,0.9939,True,True,,knowledge_retrieval,54.24,0,0
on,248,我上一次读的那篇论文是讲什么内容的呢？,para2,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,82.02,0,0
on,249,提炼一下重点,base,summarize,small_talk,False,0.8709,False,False,,,209.31,495,12
on,250,what is the process?,para2,knowledge_retrieval,knowledge_retrieval,False,0.6941,True,True,,,178.87,501,15
on,251,那么，接下来呢？,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,66.45,0,0
on,252,Redis和MySQL之间有什么不同？,para2,knowledge_retrieval,knowledge_retrieval,True,0.9909,True,True,,knowledge_retrieval,56.99,0,0
on,253,说说看,base,small_talk,small_talk,False,0.6028,True,True,,,182.59,495,12
on,254,大语言模型是什么？,para1,knowledge_retrieval,knowledge_retrieval,True,0.9219,True,True,,knowledge_retrieval,67.1,0,0
on,255,什么是Transformer模型？,para1,knowledge_retrieval,knowledge_retrieval,False,0.8686,True,True,,,196.86,498,15
on,256,今天天气如何？,para1,small_talk,small_talk,True,1.0,True,True,,small_talk,68.72,0,0
on,257,请为我撰写一个摘要,para1,summarize,summarize,True,1.0,True,True,,summarize,55.57,0,0
on,258,说了这么多，中心思想是什么？,base,summarize,small_talk,False,0.8706,False,False,,,199.15,507,12
on,259,简短总结一下背景,base,summarize,small_talk,False,0.8218,False,True,,,184.39,501,12
on,260,ChromaDB和Milvus该如何选择,para2,knowledge_retrieval,knowledge_retrieval,True,0.998,True,True,,knowledge_retrieval,51.14,0,0
on,261,将这份报告精炼为一段简洁的文字,para2,summarize,summarize,True,0.9446,True,True,,summarize,73.86,0,0
on,262,Could you condense this text?,para2,summarize,summarize,True,0.9533,True,True,,summarize,56.14,0,0
on,263,我想知道这个系统的架构是怎么设计的,base,knowledge_retrieval,knowledge_retrieval,False,0.8864,True,True,,,194.82,510,15
on,264,How does authentication work in this system?,base,knowledge_retrieval,knowledge_retrieval,False,0.9123,True,True,,,196.3,510,15
on,265,内容过于冗长，我无法花时间阅读，麻烦帮忙简要概括一下。,para1,summarize,summarize,True,0.9958,True,True,,summarize,69.67,0,0
on,266,简明扼要地概述,para2,summarize,small_talk,True,0.9999,False,False,A_继承后端错误,summarize,73.85,0,0
on,267,请问hello,perturb1,small_talk,,False,0.8205,False,False,,,139.75,492,6
on,268,how are you,base,small_talk,small_talk,False,0.8171,True,True,,,182.66,495,12
on,269,could you please clarify that concept for me?,para2,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,68.56,0,0
on,270,thanks a lot,base,small_talk,small_talk,False,0.7134,True,True,,,180.98,495,12
on,271,请查证prompt中temperature参数的设置,para1,knowledge_retrieval,knowledge_retrieval,True,0.9631,True,True,,knowledge_retrieval,79.5,0,0
on,272,用三句话进行概括。,para1,summarize,small_talk,True,0.9352,False,False,A_继承后端错误,summarize,55.67,0,0
on,273,晚安，好梦。,para1,small_talk,small_talk,False,0.8537,True,True,,,208.55,504,12
on,274,我想了解嵌入式系统,base,knowledge_retrieval,knowledge_retrieval,False,0.8757,True,True,,,176.44,504,15
on,275,提炼本文的主要内容,para2,summarize,summarize,False,0.8381,True,True,,,191.6,498,12
on,276,谢谢你的帮助,base,small_talk,small_talk,True,0.9592,True,True,,small_talk,76.83,0,0
on,277,这段内容信息量太大，需要进行压缩。,para1,summarize,small_talk,True,0.9752,False,False,A_继承后端错误,summarize,54.36,0,0
on,278,这段文字主要阐述了什么，用简短的话说明。,para2,summarize,knowledge_retrieval,True,1.0,False,False,A_继承后端错误,summarize,60.41,0,0
on,279,请提供关于机器学习的资料。,para2,knowledge_retrieval,knowledge_retrieval,False,0.8632,True,True,,,197.83,510,15
on,280,什么是向量数据库？,para2,knowledge_retrieval,knowledge_retrieval,True,0.9641,True,True,,knowledge_retrieval,56.0,0,0
on,281,简要归纳会议主要议题,para2,summarize,summarize,True,0.9233,True,True,,summarize,54.96,0,0
on,282,hello there,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,52.31,0,0
on,283,你好,base,small_talk,small_talk,False,0.7067,True,True,,,166.01,489,12
on,284,哈喽,base,small_talk,small_talk,False,0.7493,True,True,,,157.05,492,12
on,285,What is the difference between Redis and Memcached?,para1,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,60.0,0,0
on,286,再见,para1,small_talk,small_talk,True,1.0,True,True,,small_talk,51.12,0,0
on,287,这个功能怎么用？,base,knowledge_retrieval,small_talk,False,0.6471,False,False,,,166.31,501,12
on,288,简要概述背景内容,para1,summarize,summarize,True,0.9654,True,True,,summarize,71.37,0,0
on,289,ChromaDB和Milvus该如何选择,para1,knowledge_retrieval,knowledge_retrieval,True,0.998,True,True,,knowledge_retrieval,54.3,0,0
on,290,请提供关于机器学习的资料。,para1,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,71.72,0,0
on,291,太长了我没时间看，帮我概括一下,base,summarize,summarize,False,0.8116,True,True,,,180.17,516,12
on,292,良好,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,61.06,0,0
on,293,hi there,base,small_talk,small_talk,True,0.9375,True,True,,small_talk,65.29,0,0
on,294,查阅最新发布的AI相关资讯,para1,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,54.65,0,0
on,295,再见,para2,small_talk,small_talk,True,1.0,True,True,,small_talk,65.47,0,0
on,296,这个技术方案的具体含义是什么？,para2,knowledge_retrieval,knowledge_retrieval,True,0.9306,True,True,,knowledge_retrieval,67.73,0,0
on,297,我想了解嵌入式系统相关知识。,para1,knowledge_retrieval,knowledge_retrieval,True,1.0,True,True,,knowledge_retrieval,60.2,0,0
on,298,笑笑,para1,small_talk,small_talk,True,1.0,True,True,,small_talk,51.76,0,0
on,299,总结这几个主要观点,para2,summarize,summarize,False,0.8527,True,True,,,159.17,498,12
